uid,question,golden_answer,source_ids,golden_doc_chunks,golden_triples,is_generated_with,topic_entity_id,topic_entity_value,hops,based_on_template,use_case,retrieval_operation,semi-typed,updated template,graph_representation,answer_format,answer_type,condition_type,used_in_reduced,notes
385d45f0-1a9b-4e2f-a511-a9bebb0f6925,"What are the research objects that are evaluated without an evaluation guideline, using the evaluation method Field Experiment?",The research objects that have been evaluated with the evaluation method Field Experiment without using an evaluation guideline are Reference Architecture and Architecture Optimization Method.,"['10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1007/978-3-030-29983-5_18', '10.1007/978-3-030-29983-5_18', '10.1007/978-3-030-29983-5_18']",,"['(R871557:Evaluation Method Entity, Name, L1526667:Field Experiment)', '(R871565:Evaluation, Has Guideline, L1526677:False)', '(R871571:Research Object Entity, Name, L1526680:Reference Architecture)', '(R869510:Evaluation Method Entity, Name, L1522395:Field Experiment)', '(R869508:Evaluation, Has Guideline, L1522396:False)', '(R869514:Research Object Entity, Name, L1522399:Architecture Optimization Method)']",clustering_strategy,R659055,Software Architecture and Design,6,Which research objects that have the evaluation method [Content Data: evaluation method name] do not use evaluation guidelines?,4,negation,True,"What are the research objects that are evaluated without an evaluation guideline, using the evaluation method [Content Data: evaluation method name]?",multi fact,enumerative,named entity,named entity,False,
d98023c9-a612-455c-8189-c898a8244e9e,"Among publications that apply grounded theory in their evaluation, what are the research objects evaluated without using a guideline for the evaluation?",Architecture Pattern is the only research object for which no evaluation guideline has been used when applying the evaluation method Grounded Theory. ,"['10.1007/978-3-030-29983-5_2', '10.1007/978-3-030-29983-5_2', '10.1109/ICSA.2017.20', '10.1109/ICSA.2017.20', '10.1007/978-3-030-29983-5_2', '10.1109/ICSA.2017.20']",,"['(R873005:Evaluation Method Entity, Name, L1529647:Grounded Theory)', '(R873003:Evaluation, Has Guideline, L1529648:False)', '(R869035:Evaluation Method Entity, Name, L1521380:Grounded Theory)', '(R869033:Evaluation, Has Guideline, L1521381:False)', '(R873010:Research Object Entity, Name, L1529652:Architecture Pattern)', '(R869040:Research Object Entity, Name, L1521385:Architecture Pattern)']",clustering_strategy,R659055,Software Architecture and Design,6,Which research objects that have the evaluation method [Content Data: evaluation method name] do not use evaluation guidelines?,4,negation,False,"Among publications that apply [Content Data: evaluation method name] in their evaluation, what are the research objects evaluated without using a guideline for the evaluation?",multi fact,enumerative,named entity,named entity,False,
25e23886-0754-4387-8b4e-2a56a5d5f19a,How frequently is the research object Technical Debt investigated per publication year?,"The frequency with which the research object Technical Debt is investigated per publication year is as follows: it was investigated once in 2017, once in 2020, and once in 2021.","['10.1007/978-3-030-58923-3_14', '10.1007/978-3-030-58923-3_14', '10.1007/978-3-319-65831-5_4', '10.1007/978-3-319-65831-5_4', '10.1109/ICSA51549.2021.00017', '10.1109/ICSA51549.2021.00017']",,"['(R872808:Research Object Entity, Name, L1529238:Technical Debt)', '(R872607:Architectural Technical Debt: A Grounded Theory, publication year, L1528844:2020)', '(R869132:Research Object Entity, Name, L1521578:Technical Debt)', '(R869104:The Evolution of Technical Debt in the Apache Ecosystem, publication year, L1521523:2017)', '(R872632:Research Object Entity, Name, L1528881:Technical Debt)', '(R872780:Architectural Decay as Predictor of Issue- and Change-Proneness, publication year, L1529184:2021)']",clustering_strategy,R659055,Software Architecture and Design,5,How frequently per year is the research object with the name [Content Data: research object name] investigated?,4,relationship,True,How frequently is the research object [Content Data: research object name] investigated per publication year?,multi fact,explanatory,"description, quantitative",named entity,True,
66f35b8f-b2a8-4455-8a84-b10360f7de30,How often is the evaluation method Benchmark applied per publication year?,"The evaluation method Benchmark was used twice in 2020, once in 2017, and once in 2019.","['10.1007/978-3-030-58923-3_2', '10.1007/978-3-030-58923-3_2', '10.1109/ICSA47634.2020.00009', '10.1109/ICSA47634.2020.00009', '10.1109/ICSA.2017.27', '10.1109/ICSA.2017.27', '10.1007/978-3-030-29983-5_5', '10.1007/978-3-030-29983-5_5']",,"['(R871169:Evaluation Method Entity, Name, L1525874:Benchmark)', '(R871143:Formal Software Architectural Migration Towards Emerging Architectural Styles, publication year, L1525821:2020)', '(R874284:Evaluation Method Entity, Name, L1532280:Benchmark)', '(R874260:Employment of Optimal Approximations on Apache Hadoop Checkpoint Technique for Performance Improvements, publication year, L1532232:2020)', '(R871616:Evaluation Method Entity, Name, L1526778:Benchmark)', '(R871582:Experiments in Curation: Towards Machine-Assisted Construction of Software Architecture Knowledge Bases, publication year, L1526719:2017)', '(R874546:Evaluation Method Entity, Name, L1532835:Benchmark)', '(R874518:Evaluating the Effectiveness of Multi-level Greedy Modularity Clustering for Software Architecture Recovery, publication year, L1532779:2019)']",clustering_strategy,R659055,Software Architecture and Design,6,What is the proportion of the evaluation method [Content Data: evaluation method name] that is applied per year?,4,relationship,True,How often is the evaluation method [Content Data: evaluation method name] applied per publication year?,multi fact,explanatory,"description, quantitative",named entity,False,
f86e6a44-1e26-457c-8c53-2be336c61e7f,How often per year are field experiments used for evaluation?,"The frequency per year that field experiments are used for evaluation is once in 2019, once in 2018, and once in 2017.","['10.1007/978-3-030-29983-5_18', '10.1007/978-3-030-29983-5_18', '10.1007/978-3-319-65831-5_11', '10.1007/978-3-319-65831-5_11', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017']",,"['(R869510:Evaluation Method Entity, Name, L1522395:Field Experiment)', '(R869486:ACE: Easy Deployment of Field Optimization Experiments, publication year, L1522347:2019)', '(R869418:Evaluation Method Entity, Name, L1522201:Field Experiment)', '(R869392:Decision Models for Microservices: Design Areas, Stakeholders, Use Cases, and Requirements, publication year, L1522148:2017)', '(R871557:Evaluation Method Entity, Name, L1526667:Field Experiment)', '(R871523:An Architecture for Decentralized, Collaborative, and Autonomous Robots, publication year, L1526604:2018)']",clustering_strategy,R659055,Software Architecture and Design,6,What is the proportion of the evaluation method [Content Data: evaluation method name] that is applied per year?,4,relationship,False,How often per year are [Content Data: evaluation method name]s used for evaluation?,multi fact,explanatory,"description, quantitative",named entity,False,
997f2c00-4d34-4801-81f6-aa3b52186e51,What is the property that is evaluated for the research object Architecture Design Method in the paper with the title 'Enabling Continuous Software Engineering for Embedded Systems Architectures with Virtual Prototypes'?,The property investigated on the research object Architecture Design Method in the paper 'Enabling Continuous Software Engineering for Embedded Systems Architectures with Virtual Prototypes' is Functional Suitability.,['10.1007/978-3-030-00761-4_8'],,"['(R870624:Property, Name, L1524745:Functional Suitability)']",publication_subgraph_strategy,R659055,Software Architecture and Design,6,What is the name of the sub-property that is evaluated for the research object with the name [Content Data: research object name] in the paper with the title '[Metadata: paper title]'?,5,basic,True,What is the property that is evaluated for the research object [Content Data: research object name] in the paper with the title '[Metadata: paper title]'?,single fact,simple,named entity,named entity,True,
6916bcb2-160f-4d54-82c7-7a5c12ca7ad0,What are the evaluation methods that the author Uwe Zdun applied in papers that investigate the research object Architecture Decision Making?,The evaluation methods that the author Uwe Zdun applied in papers that investigate the research object Architecture Decision Making are Data Science and Grounded Theory.,"['10.1109/ICSA.2018.00021', '10.1109/ICSA.2018.00021', '10.1109/ICSA.2018.00021', '10.1007/978-3-030-29983-5_1', '10.1007/978-3-030-29983-5_1', '10.1007/978-3-030-29983-5_1']",,"['(R873078:authors list, has list element, L1529783:Uwe Zdun)', '(R873105:Research Object Entity, Name, L1529835:Architecture Decision Making)', '(R873101:Evaluation Method Entity, Name, L1529831:Data Science)', '(R873341:authors list, has list element, L1530307:Uwe Zdun)', '(R873368:Research Object Entity, Name, L1530360:Architecture Decision Making)', '(R873364:Evaluation Method Entity, Name, L1530356:Grounded Theory)']",clustering_strategy,R659055,Software Architecture and Design,6,What are the names of the evaluation methods that the author Uwe Zdun applied in papers that investigate the research object with the name [Content Data: research object name]?,5,aggregation,True,What are the evaluation methods that the author [Metadata: author name] applied in papers that investigate the research object [Content Data: research object name]?,multi fact,enumerative,named entity,named entity,True,
244e7283-5c10-47ba-baf6-8532b4983390,What evaluation methods have been applied to evaluate accuracy on the investigated objects in papers published by Duc Le?,The evaluation methods that have been applied to evaluate accuracy on the investigated objects in papers published by Duc Le are Technical Experiment and Data Science.,"['10.1109/ICSA.2018.00019', '10.1109/ICSA.2018.00019', '10.1109/ICSA.2018.00019', '10.1109/ICSA51549.2021.00017', '10.1109/ICSA51549.2021.00017', '10.1109/ICSA51549.2021.00017']",,"['(R872070:authors list, has list element, L1527717:Duc Le)', '(R872099:Property, Name, L1527778:Accuracy)', '(R872097:Evaluation Method Entity, Name, L1527776:Technical Experiment)', '(R872781:authors list, has list element, L1529180:Duc Le)', '(R872806:Property, Name, L1529236:Accuracy)', '(R872804:Evaluation Method Entity, Name, L1529234:Data Science)']",clustering_strategy,R659055,Software Architecture and Design,6,What evaluation methods have been published by the author [Metadata: author name] with the sub-property [Content Data: sub-property name]?,5,aggregation,False,What evaluation methods have been applied to evaluate [Content Data: property name] on the investigated objects in papers published by [Metadata: author name]?,multi fact,enumerative,named entity,named entity,False,
92bfcae2-d819-4a89-9956-d880552e8b1a,Which methods have been applied to evaluate the usability of objects investigated in papers published by Lu Xiao?,The methods that have been applied to evaluate the usability of objects investigated in papers published by Lu Xiao are Controlled Experiment and Case Study.,"['10.1109/ICSA47634.2020.00025', '10.1109/ICSA47634.2020.00025', '10.1109/ICSA47634.2020.00025', '10.1109/ICSA51549.2021.00022', '10.1109/ICSA51549.2021.00022', '10.1109/ICSA51549.2021.00022']",,"['(R869436:authors list, has list element, L1522239:Lu Xiao)', '(R869467:Property, Name, L1522304:Usability)', '(R869465:Evaluation Method Entity, Name, L1522302:Controlled Experiment)', '(R871675:authors list, has list element, L1526905:Lu Xiao)', '(R871708:Property, Name, L1526978:Usability)', '(R871704:Evaluation Method Entity, Name, L1526974:Case Study)']",clustering_strategy,R659055,Software Architecture and Design,6,What evaluation methods have been published by the author [Metadata: author name] with the sub-property [Content Data: sub-property name]?,5,aggregation,False,Which methods have been applied to evaluate the [Content Data: property name] of objects investigated in papers published by [Metadata: author name]?,multi fact,enumerative,named entity,named entity,False,
92d35ad7-dbb7-4c3c-aa0f-654cec77bc70,How many different evaluation methods did the author David Monschein apply in papers that evaluate the property Efficiency?,The number of different evaluation methods that the author David Monschein applied in papers that evaluate the property Efficiency is two.,"['10.1109/ICSA51549.2021.00009', '10.1109/ICSA51549.2021.00009', '10.1109/ICSA51549.2021.00009', '10.1109/ICSA47634.2020.00011', '10.1109/ICSA47634.2020.00011', '10.1109/ICSA47634.2020.00011']",,"['(R868699:authors list, has list element, L1520650:David Monschein)', '(R868730:Property, Name, L1520716:Efficiency)', '(R868726:Evaluation Method Entity, Name, L1520712:Technical Experiment)', '(R870060:authors list, has list element, L1523561:David Monschein)', '(R870089:Property, Name, L1523619:Efficiency)', '(R870085:Evaluation Method Entity, Name, L1523615:Case Study)']",clustering_strategy,R659055,Software Architecture and Design,6,How many different evaluation methods did the author [Metadata: author name] use in papers that evaluate the sub-property with the name [Content Data: sub-property name]?,5,counting,True,How many different evaluation methods did the author [Metadata: author name] apply in papers that evaluate the property [Content Data: property name]?,multi fact,simple,quantitative,named entity,True,
7605e03e-b2e5-401f-b4c5-f630c08c6393,How many different evaluation methods have been applied by the author Stefan Kugele to evaluate architecture patterns?,The number of different evaluation methods that have been applied by the author Stefan Kugele to evaluate architecture patterns is three.,"['10.1109/ICSA.2017.20', '10.1109/ICSA.2017.20', '10.1109/ICSA.2017.20', '10.1109/ICSA47634.2020.00026', '10.1109/ICSA47634.2020.00026', '10.1109/ICSA47634.2020.00026', '10.1109/ICSA47634.2020.00026']",,"['(R869011:authors list, has list element, L1521323:Stefan Kugele)', '(R869040:Research Object Entity, Name, L1521385:Architecture Pattern)', '(R869035:Evaluation Method Entity, Name, L1521380:Grounded Theory)', '(R870793:authors list, has list element, L1525112:Stefan Kugele)', '(R870830:Research Object Entity, Name, L1525177:Architecture Pattern)', '(R870821:Evaluation Method Entity, Name, L1525169:Argumentation)', '(R870826:Evaluation Method Entity, Name, L1525173:Technical Experiment)']",clustering_strategy,R659055,Software Architecture and Design,6,How many evaluation methods have been published by the author [Metadata: author name] with the research object [Content Data: research object name]?,5,counting,False,How many different evaluation methods have been applied by the author [Metadata: author name] to evaluate [Content Data: research object name]?,multi fact,simple,quantitative,named entity,False,
f994d2a6-dd73-426a-8680-b0d8e8c4412a,How many evaluation methods have been applied by the author Ingo Weber in papers that investigate the research object Architecture Decision Making?,Two evaluation methods have been applied by the author Ingo Weber in papers that investigate the research object Architecture Decision Making.,"['10.1109/ICSA51549.2021.00013', '10.1109/ICSA51549.2021.00013', '10.1109/ICSA51549.2021.00013', '10.1109/ICSA.2017.33', '10.1109/ICSA.2017.33', '10.1109/ICSA.2017.33']",,"['(R869313:authors list, has list element, L1521976:Ingo Weber)', '(R869342:Research Object Entity, Name, L1522034:Architecture Decision Making)', '(R869337:Evaluation Method Entity, Name, L1522029:Interview)', '(R873702:authors list, has list element, L1531053:Ingo Weber)', '(R873724:Research Object Entity, Name, L1531093:Architecture Decision Making)', '(R873720:Evaluation Method Entity, Name, L1531089:Argumentation)']",clustering_strategy,R659055,Software Architecture and Design,6,How many evaluation methods have been published by the author [Metadata: author name] with the research object [Content Data: research object name]?,5,counting,True,How many evaluation methods have been applied by the author [Metadata: author name] in papers that investigate the research object [Content Data: research object name]?,multi fact,simple,quantitative,named entity,False,
b27c050c-ce7d-40b2-9eb4-8f3c3611e168,What methods have been applied to evaluate architecture decision making in the papers published by Xiwei Xu? Rank them in descending alphabetical order.,"The methods that have been applied to evaluate architecture decision making in the papers published by Xiwei Xu, ranked in descending alphabetical order, are Interview and Argumentation.","['10.1109/ICSA51549.2021.00013', '10.1109/ICSA51549.2021.00013', '10.1109/ICSA51549.2021.00013', '10.1109/ICSA.2017.33', '10.1109/ICSA.2017.33', '10.1109/ICSA.2017.33']",,"['(R869313:authors list, has list element, L1521973:Xiwei Xu)', '(R869342:Research Object Entity, Name, L1522034:Architecture Decision Making)', '(R869337:Evaluation Method Entity, Name, L1522029:Interview)', '(R873702:authors list, has list element, L1531052:Xiwei Xu)', '(R873724:Research Object Entity, Name, L1531093:Architecture Decision Making)', '(R873720:Evaluation Method Entity, Name, L1531089:Argumentation)']",clustering_strategy,R659055,Software Architecture and Design,6,What evaluation methods have been published by the author [Metadata: author name] with the research object [Content Data: research object name] ranked in descending alphabetical order?,5,ranking,False,What methods have been applied to evaluate [Content Data: research object name] in the papers published by [Metadata: author name]? Rank them in descending alphabetical order.,multi fact,enumerative,named entity,named entity,False,
4b35bdf2-e3fe-4368-811d-3550d93ba344,What properties have been evaluated with a technical experiment in papers published by Mohamed Soliman? Rank them in descending alphabetical order.,"The properties that have been evaluated with a technical experiment in papers published by Mohamed Soliman are Accuracy and Functional Suitability, ranked in descending alphabetical order.","['10.1007/978-3-030-86044-8_8', '10.1007/978-3-030-86044-8_8', '10.1007/978-3-030-86044-8_8', '10.1109/ICSA.2018.00028', '10.1109/ICSA.2018.00028', '10.1109/ICSA.2018.00028']",,"['(R869226:authors list, has list element, L1521780:Mohamed Soliman)', '(R869249:Evaluation Method Entity, Name, L1521832:Technical Experiment)', '(R869251:Property, Name, L1521834:Functional Suitability)', '(R874394:authors list, has list element, L1532510:Mohamed Soliman)', '(R874427:Evaluation Method Entity, Name, L1532576:Technical Experiment)', '(R874429:Property, Name, L1532578:Accuracy)']",clustering_strategy,R659055,Software Architecture and Design,6,What evaluation sub-properties have been published by the author [Metadata: author name] with the evaluation method [Content Data: evaluation method name] ranked in descending alphabetical order?,5,ranking,False,What properties have been evaluated with a [Content Data: evaluation method name] in papers published by [Metadata: author name]? Rank them in descending alphabetical order.,multi fact,enumerative,named entity,named entity,False,
9121d47b-2eb2-4506-9569-faf4f1d0d1a9,What are the evaluation properties that have been investigated by the author Andreas Burger by applying the evaluation method Technical Experiment ranked in descending alphabetical order?,"The evaluation properties investigated by the author Andreas Burger that have been evaluated with the evaluation method Technical Experiment are performance efficiency, efficiency, and effectiveness.","['10.1109/ICSA.2018.00029', '10.1109/ICSA.2018.00029', '10.1007/978-3-030-86044-8_1', '10.1007/978-3-030-86044-8_1', '10.1109/ICSA.2018.00029', '10.1007/978-3-030-86044-8_1', '10.1007/978-3-030-86044-8_1']",,"['(R872156:authors list, has list element, L1527897:Andreas Burger)', '(R872179:Evaluation Method Entity, Name, L1527946:Technical Experiment)', '(R871984:authors list, has list element, L1527535:Andreas Burger)', '(R872008:Evaluation Method Entity, Name, L1527589:Technical Experiment)', '(R872181:Property, Name, L1527948:Performance efficiency)', '(R872011:Property, Name, L1527592:Efficiency)', '(R872010:Property, Name, L1527591:Effectiveness)']",clustering_strategy,R659055,Software Architecture and Design,6,What evaluation sub-properties have been published by the author [Metadata: author name] with the evaluation method [Content Data: evaluation method name] ranked in descending alphabetical order?,5,ranking,True,What are the evaluation properties that have been investigated by the author [Metadata: author name] by applying the evaluation method [Content Data: evaluation method name] ranked in descending alphabetical order?,multi fact,enumerative,named entity,named entity,False,
361e4d2b-3e80-4fe3-85ff-35a81b857637,How often is the research object Architecture Extraction investigated in papers published in the publication year 2018 in comparison to the publication year 2020?,"The research object Architecture Extraction is investigated in two papers published in 2018, compared to one paper in 2020.","['10.1109/ICSA.2018.00014', '10.1109/ICSA.2018.00014', '10.1109/ICSA47634.2020.00023', '10.1109/ICSA47634.2020.00023', '10.1007/978-3-030-00761-4_14', '10.1007/978-3-030-00761-4_14']",,"['(R873887:Research Object Entity, Name, L1531437:Architecture Extraction)', '(R873855:Towards Micro Service Architecture Recovery: An Empirical Study, publication year, L1531379:2018)', '(R870549:Research Object Entity, Name, L1524582:Architecture Extraction)', '(R870521:From Monolithic Architecture Style to Microservice one Based on a Semi-Automatic Approach, publication year, L1524530:2020)', '(R869680:Research Object Entity, Name, L1522761:Architecture Extraction)', '(R869648:A Platform for the Automated Provisioning of Architecture Information for Large-Scale Service-Oriented Software Systems, publication year, L1522702:2018)']",clustering_strategy,R659055,Software Architecture and Design,5,How many research objects with the name [Content Data: research object name] have been investigated in papers published in the publication year [year 1] in comparison to the publication year [year 2]?,5,comparative,True,How often is the research object [Content Data: research object name] investigated in papers published in the publication year [Metadata: year] in comparison to the publication year [Metadata: year]?,multi fact,explanatory,"description, quantitative","named entity, temporal",True,
3c251bef-217a-4f5c-9ea7-584cf535dfdc,How many times have architecture patterns been investigated in 2018 in comparison to 2020?,The number of times architecture patterns have been investigated in 2018 in comparison to 2020 is the same; architecture patterns were investigated twice in 2018 and twice in 2020.,"['10.1109/ICSA47634.2020.00019', '10.1109/ICSA47634.2020.00019', '10.1109/ICSA47634.2020.00026', '10.1109/ICSA47634.2020.00026', '10.1109/ICSA.2018.00011', '10.1109/ICSA.2018.00011', '10.1007/978-3-030-00761-4_21', '10.1007/978-3-030-00761-4_21']",,"['(R869887:Research Object Entity, Name, L1523202:Architecture Pattern)', '(R869851:Model-Based Analysis of Microservice Resiliency Patterns, publication year, L1523137:2020)', '(R870830:Research Object Entity, Name, L1525177:Architecture Pattern)', '(R870792:Architectural Patterns for Cross-Domain Personalised Automotive Functions, publication year, L1525115:2020)', '(R874027:Research Object Entity, Name, L1531723:Architecture Pattern)', '(R873993:Reducing Development Overheads with a Generic and Model-Centric Architecture for Online Games, publication year, L1531662:2018)', '(R870420:Research Object Entity, Name, L1524302:Architecture Pattern)', '(R870380:Identifying and Prioritizing Architectural Debt Through Architectural Smells: A Case Study in a Large Software Company, publication year, L1524234:2018)']",clustering_strategy,R659055,Software Architecture and Design,5,How many research objects with the name [Content Data: research object name] have been published in [Metadata: year] in comparison to [Metadata: year]?,5,comparative,False,How many times have [Content Data: research object name] been investigated in [Metadata: year] in comparison to [Metadata: year]?,multi fact,explanatory,"description, quantitative","named entity, temporal",False,
eafdb4ba-3efe-495d-a4e4-efe1b9ae8a83,How often is the evaluation method Questionnaire applied in papers published in the publication year 2020 in comparison to the publication year 2021?,"The evaluation method Questionnaire is applied once in papers published in the publication year 2020, in comparison to being applied twice in papers published in the publication year 2021.","['10.1109/ICSA51549.2021.00014', '10.1109/ICSA51549.2021.00014', '10.1007/978-3-030-86044-8_21', '10.1007/978-3-030-86044-8_21', '10.1007/978-3-030-58923-3_21', '10.1007/978-3-030-58923-3_21']",,"['(R874370:Evaluation Method Entity, Name, L1532465:Questionnaire)', '(R874338:Continuous API Evolution in Heterogenous Enterprise Software Systems, publication year, L1532404:2021)', '(R868509:Evaluation Method Entity, Name, L1520249:Questionnaire)', '(R868485:How Software Architects Focus Their Attention, publication year, L1520199:2021)', '(R870466:Evaluation Method Entity, Name, L1524404:Questionnaire)', '(R870431:Determining Microservice Boundaries: A Case Study Using Static and Dynamic Software Analysis, publication year, L1524342:2020)']",clustering_strategy,R659055,Software Architecture and Design,6,How many evaluation methods with the name [Content Data: evaluation method name] have been published in [Metadata: year] in comparison to [Metadata: year]?,5,comparative,True,How often is the evaluation method [Content Data: evaluation method name] applied in papers published in the publication year [Metadata: year] in comparison to the publication year [Metadata: year]?,multi fact,explanatory,"description, quantitative","named entity, temporal",False,
c38533ba-7e3f-4307-be53-2862558ba6c3,How many times have interviews been applied for evaluation in 2020 in comparison to 2021?,"The number of times interviews have been applied for evaluation in 2020 in comparison to 2021 is as follows: in 2020, interviews were not applied, while in 2021, interviews were applied in three papers.","['10.1109/ICSA51549.2021.00013', '10.1109/ICSA51549.2021.00013', '10.1109/ICSA51549.2021.00010', '10.1109/ICSA51549.2021.00010', '10.1109/ICSA51549.2021.00020', '10.1109/ICSA51549.2021.00020', '10.1007/978-3-030-86044-8_14', '10.1007/978-3-030-86044-8_14']",,"['(R869337:Evaluation Method Entity, Name, L1522029:Interview)', '(R869312:A Decision Model for Choosing Patterns in Blockchain-Based Applications, publication year, L1521979:2021)', '(R874237:Evaluation Method Entity, Name, L1532186:Interview)', '(R874205:System- and Software-level Architecting Harmonization Practices for Systems-of-Systems : An exploratory case study on a long-running large-scale scientific instrument, publication year, L1532127:2021)', '(R873514:Evaluation Method Entity, Name, L1530665:Interview)', '(R873233:Aligning Architecture with Business Goals in the Automotive Domain, publication year, L1530089:2021)', '(R873252:Evaluation Method Entity, Name, L1530118:Interview)', '(R873486:State of the Practice in Application Programming Interfaces (APIs): A Case Study, publication year, L1530611:2021)']",clustering_strategy,R659055,Software Architecture and Design,6,How many evaluation methods with the name [Content Data: evaluation method name] have been published in [Metadata: year] in comparison to [Metadata: year]?,5,comparative,False,How many times have [Content Data: evaluation method name]s been applied for evaluation in [Metadata: year] in comparison to [Metadata: year]?,multi fact,explanatory,"description, quantitative","named entity, temporal",False,
2025048a-6b67-4553-bb99-8330bad2bd56,What are the research objects that have been investigated in papers by the author Uwe Zdun to which no evaluation method has been applied?,The research objects that have been investigated in papers by the author Uwe Zdun to which no evaluation method has been applied are Architecture Optimization Method and Architectural Aspects.,"['10.1109/ICSA51549.2021.00012', '10.1109/ICSA51549.2021.00012', '10.1109/ICSA51549.2021.00012', '10.1007/978-3-030-86044-8_15', '10.1007/978-3-030-86044-8_15', '10.1007/978-3-030-86044-8_15']",,"['(R869265:authors list, has list element, L1521866:Uwe Zdun)', '(R869298:Evaluation, Evaluation method, L1521934:False)', '(R869300:Research Object Entity, Name, L1521937:Architecture Optimization Method)', '(R871897:authors list, has list element, L1527351:Uwe Zdun)', '(R871930:Evaluation, Evaluation method, L1527415:False)', '(R871932:Research Object Entity, Name, L1527418:Architectural Aspects)']",clustering_strategy,R659055,Software Architecture and Design,5,"What are the names of the research objects, that have been investigated in papers by the author [Metadata: author name], where no evaluation method has been applied to?",5,negation,True,What are the research objects that have been investigated in papers by the author [Metadata: author name] to which no evaluation method has been applied?,multi fact,enumerative,named entity,named entity,True,
ce07faf7-c907-424b-8c06-a01beaa2c95e,What is the property that is evaluated the most often in papers that investigate architecture analysis methods published by Romina Eramo?,The property that is evaluated the most often for the research object Architecture Analysis Method published by the author Romina Eramo is Functional Suitability.,"['10.1109/ICSA.2018.00022', '10.1109/ICSA.2018.00022', '10.1109/ICSA.2018.00022', '10.1109/ICSA.2019.00017', '10.1109/ICSA.2019.00017', '10.1109/ICSA.2019.00017']",,"['(R872742:authors list, has list element, L1529100:Romina Eramo)', '(R872769:Research Object Entity, Name, L1529153:Architecture Analysis Method)', '(R872767:Property, Name, L1529151:Functional Suitability)', '(R871815:authors list, has list element, L1527184:Romina Eramo)', '(R871844:Research Object Entity, Name, L1527239:Architecture Analysis Method)', '(R871842:Property, Name, L1527237:Effectiveness)']",clustering_strategy,R659055,Software Architecture and Design,6,Which is the sub-property that appears the most for the research object [Content Data: research object name] published by the author [Metadata: author name]?,5,superlative,False,What is the property that is evaluated the most often in papers that investigate [Content Data: research object name]s published by [Metadata: author name]?,multi fact,simple,named entity,"named entity, temporal",False,
56365c6d-0fc1-47fb-9d5b-15c56f380b8b,What are the evaluation methods that have been applied the most in papers with the paper class proposal of solution and the investigated research object Architecture Extraction?,The evaluation method that has been applied the most to the research object Architecture Extraction and in papers classified as proposals of solutions is Case Study.,"['10.1007/978-3-030-29983-5_17', '10.1007/978-3-030-29983-5_17', '10.1007/978-3-030-29983-5_17', '10.1007/978-3-030-00761-4_14', '10.1007/978-3-030-00761-4_14', '10.1007/978-3-030-00761-4_14', '10.1007/978-3-030-29983-5_5', '10.1007/978-3-030-29983-5_5', '10.1007/978-3-030-29983-5_5']",,"['(R872455:Paper Class 2, proposal of solution, L1528559:True)', '(R872464:Research Object Entity, Name, L1528569:Architecture Extraction)', '(R872468:Evaluation Method Entity, Name, L1528570:Case Study)', '(R869669:Paper Class 2, proposal of solution, L1522749:True)', '(R869680:Research Object Entity, Name, L1522761:Architecture Extraction)', '(R869674:Evaluation Method Entity, Name, L1522755:Case Study)', '(R874541:Paper Class 2, proposal of solution, L1532829:True)', '(R874554:Research Object Entity, Name, L1532843:Architecture Extraction)', '(R874546:Evaluation Method Entity, Name, L1532835:Benchmark)']",clustering_strategy,R659055,Software Architecture and Design,6,What evaluation method has been used the most in the paper class [Metadata: paper class name] with the research object [Content Data: research object name]?,5,superlative,True,What are the evaluation methods that have been applied the most in papers with the paper class [Metadata: paper class name] and the investigated research object [Content Data: research object name]?,multi fact,simple,named entity,"named entity, temporal",False,
2b9b4085-f916-4608-86e7-5604954ea102,Which is the evaluation method that has been applied the most to evaluate architecture evolution in papers published in 2020?,The evaluation method that was applied the most to the research object Architecture Evolution in the year 2020 was Case Study.,"['10.1007/978-3-030-58923-3_18', '10.1007/978-3-030-58923-3_18', '10.1007/978-3-030-58923-3_18', '10.1109/ICSA47634.2020.00011', '10.1109/ICSA47634.2020.00011', '10.1109/ICSA47634.2020.00011']",,"['(R869762:Research Object Entity, Name, L1522941:Architecture Evolution)', '(R869730:Architectural Concerns for Digital Twin of the Organization, publication year, L1522884:2020)', '(R869756:Evaluation Method Entity, Name, L1522935:Case Study)', '(R870091:Research Object Entity, Name, L1523621:Architecture Evolution)', '(R870059:Incremental Calibration of Architectural Performance Models with Parametric Dependencies, publication year, L1523564:2020)', '(R870085:Evaluation Method Entity, Name, L1523615:Case Study)']",clustering_strategy,R659055,Software Architecture and Design,6,Which is the most used evaluation method that is used with the research object [Content Data: research object name] in the year [Metadata: year]?,5,superlative,False,Which is the evaluation method that has been applied the most to evaluate [Content Data: research object name] in papers published in [Metadata: year]?,multi fact,simple,named entity,"named entity, temporal",False,
